,Historical Price,Future Actual Price,Predicted,timestep,index,Predicted Upper,Predicted Lower,periodstep,date
1,65.51,,,11,2023-02-01 00:00:00,,,2.0,2023-02-01 00:00:00
2,57.34,,,11,2023-02-01 01:00:00,,,3.0,2023-02-01 01:00:00
3,55.57,,,11,2023-02-01 02:00:00,,,4.0,2023-02-01 02:00:00
4,56.42,,,11,2023-02-01 03:00:00,,,5.0,2023-02-01 03:00:00
5,59.36,,,11,2023-02-01 04:00:00,,,6.0,2023-02-01 04:00:00
6,60.26,,,11,2023-02-01 05:00:00,,,7.0,2023-02-01 05:00:00
7,55.97,,,11,2023-02-01 06:00:00,,,8.0,2023-02-01 06:00:00
8,60.71,,,11,2023-02-01 07:00:00,,,9.0,2023-02-01 07:00:00
9,60.15,,,11,2023-02-01 08:00:00,,,10.0,2023-02-01 08:00:00
10,57.11,,,11,2023-02-01 09:00:00,,,11.0,2023-02-01 09:00:00
11,58.05,,,11,2023-02-01 10:00:00,,,12.0,2023-02-01 10:00:00
12,,61.79,213.5709731435948,11,2023-02-01 11:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 11:00:00
13,,61.89,213.97072476762818,11,2023-02-01 12:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 12:00:00
14,,59.01,213.4893387233351,11,2023-02-01 13:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 13:00:00
15,,48.92,214.03752656687783,11,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 14:00:00
16,,55.19,213.97709137665328,11,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 15:00:00
17,,68.53,213.18096086154029,11,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 16:00:00
18,,233.28,213.7776569240709,11,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 17:00:00
19,,346.29,213.33689506970833,11,2023-02-01 18:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 18:00:00
20,,364.65,212.43802191405163,11,2023-02-01 19:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 19:00:00
21,,421.68,211.92851181146295,11,2023-02-01 20:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 20:00:00
22,,400.11,211.7558786174082,11,2023-02-01 21:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 21:00:00
23,,161.55,211.67654717216743,11,2023-02-01 22:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 22:00:00
0,65.51,,,12,2023-02-01 00:00:00,,,1.0,2023-02-01 00:00:00
1,57.34,,,12,2023-02-01 01:00:00,,,2.0,2023-02-01 01:00:00
2,55.57,,,12,2023-02-01 02:00:00,,,3.0,2023-02-01 02:00:00
3,56.42,,,12,2023-02-01 03:00:00,,,4.0,2023-02-01 03:00:00
4,59.36,,,12,2023-02-01 04:00:00,,,5.0,2023-02-01 04:00:00
5,60.26,,,12,2023-02-01 05:00:00,,,6.0,2023-02-01 05:00:00
6,55.97,,,12,2023-02-01 06:00:00,,,7.0,2023-02-01 06:00:00
7,60.71,,,12,2023-02-01 07:00:00,,,8.0,2023-02-01 07:00:00
8,60.15,,,12,2023-02-01 08:00:00,,,9.0,2023-02-01 08:00:00
9,57.11,,,12,2023-02-01 09:00:00,,,10.0,2023-02-01 09:00:00
10,58.05,,,12,2023-02-01 10:00:00,,,11.0,2023-02-01 10:00:00
11,61.79,,,12,2023-02-01 11:00:00,,,12.0,2023-02-01 11:00:00
12,,61.89,213.5709731435948,12,2023-02-01 12:00:00,811.1284964746795,48.94112003326416,13.0,2023-02-01 12:00:00
13,,59.01,213.50896037897675,12,2023-02-01 13:00:00,810.9809428814613,49.042747497558594,14.0,2023-02-01 13:00:00
14,,48.92,213.4893387233351,12,2023-02-01 14:00:00,812.5118408203125,49.042747497558594,15.0,2023-02-01 14:00:00
15,,55.19,214.03752656687783,12,2023-02-01 15:00:00,812.5118408203125,49.042747497558594,16.0,2023-02-01 15:00:00
16,,68.53,213.36932545143532,12,2023-02-01 16:00:00,812.5118408203125,49.042747497558594,17.0,2023-02-01 16:00:00
17,,233.28,213.50813476633425,12,2023-02-01 17:00:00,812.5118408203125,49.042747497558594,18.0,2023-02-01 17:00:00
18,,346.29,213.7776569240709,12,2023-02-01 18:00:00,812.5118408203125,49.042747497558594,19.0,2023-02-01 18:00:00
19,,364.65,212.75533456953102,12,2023-02-01 19:00:00,812.5118408203125,49.042747497558594,20.0,2023-02-01 19:00:00
20,,421.68,212.43802191405163,12,2023-02-01 20:00:00,812.5118408203125,49.042747497558594,21.0,2023-02-01 20:00:00
21,,400.11,211.92851181146295,12,2023-02-01 21:00:00,812.5118408203125,49.042747497558594,22.0,2023-02-01 21:00:00
22,,161.55,211.7558786174082,12,2023-02-01 22:00:00,812.5118408203125,49.042747497558594,23.0,2023-02-01 22:00:00
23,,207.69,211.67654717216743,12,2023-02-01 23:00:00,812.5118408203125,49.042747497558594,24.0,2023-02-01 23:00:00
